iter	RMSE
699	126.4631302
700	126.0783886
701	126.0353975
702	125.7802594
703	125.3484439
704	125.0617195
705	124.6973752
706	124.2171529
707	123.8887817
708	123.4467954
709	123.0457216
710	122.7329126
711	122.361163
712	122.1826347
713	122.0867557
714	121.6835549
715	121.4527533
716	121.3483992
717	121.2449849
718	121.223647
719	120.9204929
720	120.658225
721	120.3283359
722	120.3075668
723	120.0154631
724	119.7556735
725	119.6126361
726	119.5759204
727	119.4789779
728	119.112348
729	118.9120768
730	118.7981109
731	118.6422251
732	118.6232181
733	118.1641526
734	118.0140858
735	117.8174807
736	117.441574
737	117.3414469
738	117.0561596
739	116.8296878
740	116.7421446
741	116.4155174
742	116.2716318
743	116.1809742
744	116.1533092
745	116.0626819
746	115.8292475
747	115.4465588
748	115.0084894
749	114.9275623
750	114.838492
751	114.6928321
752	114.4714457
753	114.1087626
754	113.8169646
755	113.4078781
756	113.1527967
757	113.05994
758	112.8836237
759	112.502899
760	112.196996
761	112.1029597
762	111.7406421
763	111.4652997
764	111.0515738
765	111.0376641
766	110.9050509
767	110.5651941
768	110.3554224
769	110.1404985
770	109.9545246
771	109.7152168
772	109.385063
773	109.3205164
774	108.9317083
775	108.8072043
776	108.5474945
777	108.3293715
778	108.0400308
779	107.946595
780	107.7285727
781	107.3805253
782	107.1693628
783	106.8491497
784	106.5664879
785	106.3624024
786	106.2454309
787	105.9836122
788	105.8373803
789	105.7227907
790	105.5705046
791	105.3715619
792	105.2827172
793	104.9595048
794	104.8844505
795	104.5428241
796	104.2609146
797	104.0752764
798	103.722994
799	103.6438002
800	103.427138
801	103.163306
802	102.9327184
803	102.7233638
804	102.4262431
805	102.4057732
806	102.3648393
807	102.3487582
808	102.2378049
809	102.2219494
810	102.1223954
811	102.0060608
812	101.8117642
813	101.6795659
814	101.3802923
815	101.367593
816	101.3057417
817	101.0348748
818	100.7842877
819	100.7107578
820	100.4053159
821	100.2585009
822	100.1660968
823	99.86788375
824	99.55421894
825	99.3029337
826	99.10151785
827	99.02986534
828	98.78878365
829	98.48023109
830	98.45458763
831	98.25348711
832	98.18246961
833	98.07927289
834	97.71435657
835	97.4732057
836	97.1598868
837	97.11726045
838	96.79706517
839	96.49791769
840	96.356552
841	96.15371831
842	95.91025062
843	95.8406297
844	95.83035683
845	95.60124383
846	95.33624185
847	95.11445996
848	95.10088512
849	94.84582996
850	94.7904833
851	94.56932544
852	94.31885002
853	94.12301087
854	93.93713036
855	93.87857414
856	93.65565192
857	93.39719191
858	93.04238172
859	92.97284313
860	92.87066868
861	92.78871993
862	92.61460062
863	92.54005368
864	92.4750811
865	92.46212493
866	92.31314661
867	92.04344383
868	91.93355433
869	91.70482218
870	91.46693981
871	91.13237776
872	91.02473259
873	90.71946791
874	90.52691094
875	90.30227944
876	90.21684522
877	89.98117364
878	89.75395627
879	89.74409682
880	89.6778825
881	89.49012592
882	89.47745878
883	89.24206314
884	88.94514513
885	88.85882546
886	88.68753092
887	88.43029528
888	88.41789515
889	88.29791913
890	88.00753756
891	87.67985196
892	87.66757404
893	87.64522324
894	87.58757714
895	87.40154652
896	87.2891679
897	87.01728755
898	86.86296203
899	86.79582885
900	86.74023566
901	86.5287734
902	86.51652868
903	86.42488357
904	86.41374914
905	86.21698676
906	86.02898303
907	85.86017969
908	85.73217893
909	85.72021132
910	85.39666975
911	85.13761624
912	85.1292525
913	85.04898588
914	84.79976126
915	84.53793343
916	84.36541512
917	84.14934387
918	83.96405208
919	83.86204314
920	83.67316449
921	83.44190335
922	83.24958403
923	83.15415721
924	83.08811751
925	82.99146821
926	82.75350757
927	82.65833435
928	82.43923929
929	82.36334263
930	82.34749358
931	82.25864068
932	82.05547775
933	81.95058681
934	81.78627774
935	81.64899334
936	81.63969393
937	81.48883781
938	81.22518098
939	81.0605346
940	80.83489488
941	80.62002229
942	80.57293822
943	80.48321939
944	80.42814926
945	80.36807169
946	80.20388083
947	80.05235508
948	80.00542349
949	79.98974851
950	79.78487042
951	79.61493229
952	79.60667194
953	79.46735147
954	79.20193292
955	79.18368424
956	79.14911843
957	79.04328237
958	78.84379493
959	78.71298788
960	78.6188675
961	78.53635525
962	78.51812112
963	78.3666137
964	78.35816353
965	78.26261017
966	78.0739193
967	78.01608971
968	77.83727721
969	77.60710806
970	77.5387286
971	77.53056023
972	77.39702747
973	77.38836539
974	77.3562434
975	77.26715951
976	77.17262907
977	77.05149995
978	76.81906622
979	76.74725137
980	76.53500319
981	76.32296579
982	76.25639945
983	76.04611913
984	75.79689353
985	75.7489285
986	75.51689046
987	75.39095338
988	75.32639353
989	75.21185183
990	75.20422791
991	75.00228599
992	74.84226811
993	74.65454183
994	74.47637714
995	74.28789457
996	74.0998982
997	73.9600425
998	73.86939602
999	73.85339438
